delivery_partner_id,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
DP01165,Deepak C,Mumbai,Bike,Full-time,3.68,N
DP04397,Ravi F,Mumbai,Scooter,Full-time,4.04,Y
DP14576,Ananya N,Delhi,Scooter,Full-time,4.38,Y
DP10475,Kiran Q,Mumbai,Cycle,Part-time,4.44,Y
DP10796,Suresh A,Ahmedabad,Scooter,Part-time,4.09,Y
DP08049,Arjun K,Hyderabad,Bike,Full-time,3.85,Y
DP05455,Kiran K,Bengaluru,Bike,Part-time,4.23,N
DP12539,Vikas A,Kolkata,Scooter,Part-time,3.87,Y
DP06241,Nikhil L,Delhi,Bike,Contract,3.86,Y
DP00918,Amit B,Ahmedabad,Scooter,Full-time,4.08,Y
DP10655,Sneha Q,Mumbai,Bike,Full-time,4.57,Y
DP00106,Priya P,Bengaluru,Bike,Part-time,4.35,Y
DP12303,Sneha U,Mumbai,Bike,Full-time,4.26,Y
DP11284,Amit B,Bengaluru,Bike,Full-time,4.17,Y
DP03302,Priya E,Hyderabad,Scooter,Part-time,3.97,Y
DP03347,Shreya D,Ahmedabad,Bike,Full-time,4.07,Y
DP08932,Kiran T,Kolkata,Scooter,Full-time,4.17,Y
DP00059,Kiran J,Delhi,Bike,Contract,4.4,Y
DP14449,Suresh U,Delhi,Scooter,Part-time,3.88,Y
DP01713,Shreya U,Ahmedabad,Car,Part-time,3.92,Y
DP11556,Rakesh M,Delhi,Bike,Full-time,4.28,Y
DP02390,Kiran R,Chennai,Bike,Full-time,3.82,Y
DP01503,Nikhil T,Bengaluru,Bike,Full-time,4.72,Y
DP07483,Shreya Y,Delhi,Scooter,Contract,4.18,Y
DP01173,Santosh B,Mumbai,Bike,Part-time,4.11,N
DP11035,Sneha H,Chennai,Car,Contract,3.96,N
DP08006,Arjun G,Kolkata,Cycle,Full-time,4.13,Y
DP07464,Pooja J,Ahmedabad,Bike,Part-time,4.29,Y
DP06488,Sneha T,Hyderabad,Bike,Full-time,4.63,Y
DP12563,Santosh I,Hyderabad,Car,Full-time,4.11,Y
DP14979,Suresh R,Hyderabad,Scooter,Full-time,4.05,Y
DP06507,Arjun K,Delhi,Scooter,Full-time,4.37,Y
DP12249,Divya L,Delhi,Car,Full-time,4.45,Y
DP02999,Kiran O,Ahmedabad,Scooter,Full-time,4.35,Y
DP14269,Amit E,Mumbai,Cycle,Full-time,4.45,Y
DP13991,Kiran Q,Bengaluru,Scooter,Contract,4.58,Y
DP10910,Meena R,Ahmedabad,Scooter,Full-time,4.19,Y
DP06172,Santosh A,Hyderabad,Bike,Full-time,4.3,Y
DP07401,Sneha E,Pune,Scooter,Full-time,3.95,Y
DP00678,Priya Y,Bengaluru,Cycle,Part-time,4.4,Y
DP05603,Ananya T,Mumbai,Bike,Full-time,4.07,Y
DP03023,Meena V,Bengaluru,Cycle,Full-time,4.25,N
DP11176,Pooja S,Bengaluru,Bike,Full-time,4.41,Y
DP05793,Divya M,Mumbai,Bike,Full-time,3.88,Y
DP02077,Shreya H,Mumbai,Scooter,Full-time,4.23,Y
DP10629,Nikhil C,Pune,Car,Contract,4.45,Y
DP01415,Deepak J,Mumbai,Bike,Full-time,4.26,Y
DP03687,Amit B,Delhi,Bike,Part-time,3.98,Y
DP10905,Sneha E,Bengaluru,Scooter,Part-time,4.3,Y
DP02257,Rahul B,Chennai,Bike,Contract,4.86,Y
DP11990,Ananya K,Bengaluru,Bike,Contract,3.88,Y
DP02715,Meena U,Mumbai,Scooter,Part-time,4.14,Y
DP11141,Arjun N,Ahmedabad,Scooter,Part-time,4.4,Y
DP02505,Meena E,Bengaluru,Car,Part-time,3.56,Y
DP02357,Neha K,Bengaluru,Scooter,Part-time,3.76,Y
DP14075,Amit G,Bengaluru,Bike,Full-time,4.17,N
DP11400,Ananya F,Ahmedabad,Bike,Full-time,4.36,Y
DP01430,Arjun R,Ahmedabad,Bike,Full-time,4.44,Y
DP02990,Shreya O,Delhi,Bike,Part-time,4.02,Y
DP11008,Arjun Y,Bengaluru,Scooter,Part-time,5.0,Y
DP13313,Arjun E,Bengaluru,Cycle,Part-time,4.33,Y
DP14868,Nikhil W,Mumbai,Bike,Part-time,4.23,Y
DP06900,Suresh D,Delhi,Bike,Contract,4.46,Y
DP11570,Pooja X,Bengaluru,Bike,Full-time,3.88,Y
DP14557,Rakesh Q,Ahmedabad,Bike,Part-time,4.35,Y
DP05178,Shreya K,Kolkata,Scooter,Part-time,3.81,Y
DP13418,Shreya S,Bengaluru,Bike,Full-time,4.5,Y
DP06126,Meena W,Hyderabad,Scooter,Full-time,3.78,Y
DP00535,Santosh Q,Bengaluru,Scooter,Part-time,4.16,Y
DP06140,Deepak W,Delhi,Cycle,Full-time,4.33,Y
DP01462,Vikas T,Bengaluru,Bike,Full-time,4.14,Y
DP10435,Meena C,Delhi,Scooter,Full-time,4.48,Y
DP12955,Vikas V,Hyderabad,Bike,Part-time,3.81,Y
DP01802,Arjun S,Bengaluru,Cycle,Full-time,4.13,Y
DP05275,Pooja F,Bengaluru,Scooter,Full-time,4.2,Y
DP03655,Shreya S,Mumbai,Cycle,Full-time,4.41,Y
DP06398,Vikas G,Kolkata,Bike,Contract,3.76,Y
DP14522,Amit Q,Ahmedabad,Scooter,Part-time,3.9,Y
DP12162,Divya D,Bengaluru,Scooter,Part-time,4.6,Y
DP03726,Divya O,Kolkata,Scooter,Part-time,4.58,Y
DP09922,Nikhil D,Chennai,Bike,Contract,3.78,Y
DP03138,Arjun X,Bengaluru,Scooter,Contract,4.31,Y
DP06549,Kiran W,Pune,Bike,Contract,4.38,Y
DP03088,Kiran D,Delhi,Bike,Contract,3.98,Y
DP12680,Pooja X,Delhi,Bike,Full-time,4.45,Y
DP08823,Meena Y,Bengaluru,Scooter,Full-time,4.38,Y
DP03593,Priya B,Mumbai,Bike,Full-time,3.69,Y
DP09187,Manoj B,Pune,Bike,Full-time,4.31,Y
DP09374,Santosh H,Bengaluru,Scooter,Part-time,3.79,Y
DP08099,Arjun V,Mumbai,Scooter,Full-time,4.51,Y
DP08626,Divya B,Bengaluru,Scooter,Contract,3.73,Y
DP04071,Rahul C,Delhi,Bike,Contract,4.8,Y
DP00062,Rahul Z,Bengaluru,Bike,Full-time,3.92,Y
DP07736,Arjun J,Kolkata,Car,Full-time,4.72,Y
DP10222,Priya V,Bengaluru,Scooter,Full-time,4.72,Y
DP03555,Nikhil V,Kolkata,Scooter,Contract,4.06,Y
DP07364,Rahul D,Mumbai,Scooter,Full-time,3.98,Y
DP08280,Kiran R,Mumbai,Scooter,Full-time,3.91,N
DP09267,Rakesh N,Bengaluru,Cycle,Part-time,4.0,Y
DP12261,Manoj D,Kolkata,Scooter,Full-time,4.3,Y
DP08285,Amit R,Ahmedabad,Scooter,Full-time,4.28,N
DP09438,Sneha M,Bengaluru,Bike,Contract,4.71,Y
DP02275,Nikhil Y,Bengaluru,Bike,Contract,4.31,Y
DP01629,Nikhil R,Bengaluru,Cycle,Contract,4.22,Y
DP10920,Priya Z,Kolkata,Bike,Full-time,3.84,Y
DP09132,Santosh E,Delhi,Scooter,Full-time,3.95,Y
DP06123,Ravi C,Chennai,Bike,Part-time,4.47,Y
DP03968,Neha X,Chennai,Bike,Part-time,4.43,Y
DP03178,Shreya K,Bengaluru,Scooter,Part-time,3.93,Y
DP08060,Priya K,Mumbai,Cycle,Full-time,3.92,Y
DP14990,Amit K,Ahmedabad,Bike,Full-time,3.56,Y
DP11080,Divya X,Delhi,Bike,Full-time,4.47,Y
DP06132,Deepak J,Delhi,Scooter,Part-time,4.1,Y
DP03691,Nikhil Y,Pune,Bike,Full-time,4.36,Y
DP12990,Kiran G,Bengaluru,Scooter,Part-time,4.41,Y
DP13501,Arjun F,Pune,Cycle,Full-time,3.93,Y
DP07351,Arjun U,Delhi,Scooter,Part-time,4.09,Y
DP13858,Neha T,Delhi,Bike,Part-time,4.57,Y
DP13847,Priya G,Mumbai,Cycle,Full-time,3.97,Y
DP11868,Deepak E,Bengaluru,Scooter,Full-time,4.27,N
DP06178,Nikhil E,Chennai,Bike,Full-time,4.24,Y
DP09637,Suresh P,Ahmedabad,Bike,Part-time,3.89,Y
DP06051,Pooja J,Kolkata,Scooter,Full-time,4.41,Y
DP13542,Deepak S,Chennai,Bike,Full-time,4.3,Y
DP13562,Deepak M,Mumbai,Bike,Contract,3.83,Y
DP01788,Meena V,Hyderabad,Scooter,Part-time,4.22,Y
DP03112,Shreya T,Chennai,Bike,Part-time,4.17,Y
DP12937,Vikas P,Pune,Car,Full-time,4.54,Y
DP04636,Divya F,Bengaluru,Scooter,Full-time,4.38,Y
DP11016,Vikas C,Mumbai,Scooter,Full-time,4.54,Y
DP00529,Priya Y,Chennai,Scooter,Part-time,4.81,Y
DP04706,Kiran Y,Chennai,Scooter,Full-time,4.17,Y
DP06640,Ananya Y,Delhi,Scooter,Full-time,3.8,Y
DP02537,Ravi N,Pune,Scooter,Part-time,4.07,Y
DP00724,Arjun X,Bengaluru,Cycle,Full-time,4.02,Y
DP04707,Rakesh G,Chennai,Cycle,Contract,4.63,Y
DP00114,Ananya P,Bengaluru,Cycle,Full-time,4.34,Y
DP00851,Amit I,Bengaluru,Bike,Contract,4.2,Y
DP14051,Priya X,Chennai,Bike,Full-time,4.36,Y
DP00415,Priya P,Delhi,Bike,Part-time,4.07,Y
DP11844,Sneha M,Mumbai,Scooter,Full-time,4.23,Y
DP01586,Pooja M,Bengaluru,Bike,Contract,3.86,N
DP00783,Santosh F,Mumbai,Bike,Part-time,4.46,Y
DP14244,Kiran G,Bengaluru,Scooter,Part-time,4.18,Y
DP08326,Vikas U,Bengaluru,Bike,Full-time,4.23,Y
DP03917,Suresh J,Ahmedabad,Scooter,Contract,4.75,Y
DP00764,Manoj B,Mumbai,Bike,Contract,4.17,N
DP08739,Manoj R,Delhi,Scooter,Contract,3.94,Y
DP04524,Neha C,Kolkata,Bike,Part-time,3.72,Y
DP08123,Priya G,Chennai,Cycle,Full-time,4.15,Y
DP07184,Manoj Z,Kolkata,Bike,Part-time,3.82,Y
DP06401,Neha A,Ahmedabad,Car,Part-time,4.16,Y
DP05335,Santosh K,Bengaluru,Cycle,Part-time,3.76,Y
DP04141,Manoj I,Chennai,Bike,Contract,4.42,N
DP08497,Ananya U,Hyderabad,Bike,Full-time,4.33,Y
DP01212,Vikas N,Mumbai,Cycle,Full-time,3.94,Y
DP08085,Meena Q,Kolkata,Bike,Full-time,4.14,Y
DP02821,Neha R,Chennai,Scooter,Contract,4.21,Y
DP08706,Manoj Y,Kolkata,Bike,Full-time,4.09,Y
DP12913,Meena H,Bengaluru,Bike,Part-time,3.84,Y
DP13343,Sneha N,Hyderabad,Scooter,Full-time,4.07,Y
DP06748,Ananya D,Chennai,Scooter,Full-time,4.62,Y
DP07905,Priya K,Bengaluru,Bike,Part-time,4.28,Y
DP03848,Sneha N,Mumbai,Bike,Part-time,4.33,Y
DP13295,Shreya I,Bengaluru,Bike,Part-time,4.24,Y
DP12121,Rahul H,Delhi,Scooter,Full-time,4.49,Y
DP03025,Priya J,Chennai,Scooter,Full-time,3.89,Y
DP09233,Shreya P,Bengaluru,Scooter,Full-time,3.73,Y
DP11918,Vikas L,Pune,Scooter,Full-time,4.13,Y
DP01651,Sneha G,Kolkata,Scooter,Part-time,4.11,Y
DP05072,Meena N,Delhi,Bike,Part-time,4.15,Y
DP14420,Nikhil Y,Mumbai,Scooter,Full-time,4.52,Y
DP08927,Shreya N,Bengaluru,Scooter,Full-time,3.88,N
DP02742,Nikhil U,Ahmedabad,Bike,Part-time,4.38,Y
DP01969,Suresh D,Bengaluru,Scooter,Contract,3.78,Y
DP08388,Ravi X,Hyderabad,Bike,Contract,3.87,Y
DP13169,Kiran W,Mumbai,Bike,Full-time,4.05,Y
DP03162,Ananya O,Mumbai,Bike,Full-time,4.14,Y
DP02996,Arjun G,Bengaluru,Bike,Contract,4.07,Y
DP01071,Priya I,Delhi,Bike,Full-time,4.15,N
DP02848,Meena E,Pune,Bike,Contract,4.54,Y
DP12073,Neha A,Ahmedabad,Scooter,Contract,4.69,Y
DP10794,Pooja Y,Mumbai,Bike,Contract,4.29,Y
DP08933,Suresh E,Mumbai,Bike,Full-time,4.48,Y
DP04871,Sneha W,Bengaluru,Bike,Full-time,4.5,Y
DP11430,Divya Z,Bengaluru,Cycle,Contract,4.07,Y
DP09015,Sneha S,Bengaluru,Bike,Part-time,3.76,Y
DP12817,Vikas O,Mumbai,Scooter,Contract,4.26,Y
DP05709,Rahul J,Bengaluru,Bike,Contract,4.59,Y
DP09448,Sneha W,Mumbai,Scooter,Full-time,4.11,Y
DP14005,Rakesh Q,Mumbai,Car,Contract,3.93,Y
DP13874,Ananya H,Delhi,Bike,Full-time,4.66,Y
DP11615,Rakesh D,Mumbai,Bike,Part-time,5.0,Y
DP09419,Ravi G,Kolkata,Scooter,Contract,4.28,Y
DP03654,Rakesh K,Chennai,Bike,Full-time,4.13,Y
DP05972,Ravi Z,Mumbai,Bike,Full-time,4.5,Y
DP03886,Nikhil K,Pune,Scooter,Full-time,4.26,Y
DP06137,Santosh K,Delhi,Bike,Full-time,4.04,Y
DP03339,Pooja A,Delhi,Bike,Full-time,4.22,Y
DP00311,Arjun O,Chennai,Cycle,Part-time,4.19,Y
DP03194,Amit B,Pune,Scooter,Part-time,4.5,Y
DP14925,Priya X,Pune,Scooter,Full-time,4.05,N
DP06718,Sneha I,Mumbai,Bike,Full-time,4.12,Y
DP14528,Manoj S,Mumbai,Bike,Full-time,4.48,Y
DP05736,Arjun J,Ahmedabad,Bike,Full-time,4.62,Y
DP08911,Sneha M,Hyderabad,Bike,Part-time,3.39,Y
DP02104,Sneha O,Pune,Scooter,Part-time,4.27,Y
DP05570,Amit M,Chennai,Cycle,Full-time,4.65,Y
DP09477,Santosh N,Kolkata,Scooter,Part-time,3.71,Y
DP06943,Ananya V,Delhi,Cycle,Full-time,3.89,N
DP11303,Kiran F,Mumbai,Scooter,Full-time,3.86,Y
DP01254,Neha R,Chennai,Bike,Full-time,4.28,Y
DP12229,Amit U,Bengaluru,Cycle,Full-time,4.38,Y
DP09546,Neha Q,Bengaluru,Bike,Contract,3.4,Y
DP00562,Nikhil S,Mumbai,Bike,Full-time,4.68,Y
DP04391,Pooja T,Kolkata,Bike,Part-time,4.62,Y
DP13513,Rakesh L,Chennai,Cycle,Part-time,4.13,Y
DP03016,Amit F,Kolkata,Cycle,Part-time,4.72,Y
DP02136,Divya T,Mumbai,Scooter,Contract,3.93,Y
DP08163,Ananya M,Bengaluru,Scooter,Contract,3.8,Y
DP01319,Meena P,Ahmedabad,Bike,Full-time,4.13,Y
DP14832,Deepak T,Bengaluru,Scooter,Full-time,4.64,Y
DP13349,Manoj N,Pune,Scooter,Part-time,4.64,Y
DP09181,Ravi G,Bengaluru,Scooter,Full-time,3.81,Y
DP12720,Kiran D,Mumbai,Bike,Full-time,4.23,Y
DP01118,Pooja C,Mumbai,Bike,Part-time,4.25,Y
DP01847,Divya B,Chennai,Scooter,Contract,4.34,Y
DP10080,Ananya A,Bengaluru,Cycle,Contract,4.05,Y
DP06577,Deepak R,Chennai,Bike,Contract,4.37,Y
DP00992,Meena Q,Delhi,Car,Contract,4.38,Y
DP08733,Suresh I,Bengaluru,Scooter,Contract,4.12,Y
DP02951,Deepak S,Chennai,Cycle,Full-time,4.46,Y
DP05418,Manoj A,Delhi,Scooter,Contract,4.47,Y
DP10799,Amit A,Mumbai,Scooter,Part-time,4.36,Y
DP01160,Suresh W,Chennai,Bike,Full-time,4.16,Y
DP13767,Shreya E,Mumbai,Scooter,Part-time,3.8,Y
DP08781,Priya X,Bengaluru,Bike,Contract,4.02,Y
DP06787,Santosh O,Bengaluru,Cycle,Part-time,4.01,Y
DP00768,Divya R,Bengaluru,Cycle,Part-time,3.82,Y
DP05290,Rahul T,Bengaluru,Scooter,Contract,3.72,Y
DP01277,Meena A,Delhi,Bike,Full-time,3.76,N
DP02123,Rakesh T,Bengaluru,Bike,Full-time,4.2,Y
DP12824,Arjun F,Delhi,Scooter,Contract,4.68,Y
DP03728,Amit J,Mumbai,Cycle,Full-time,4.81,Y
DP11193,Ananya X,Bengaluru,Car,Full-time,4.11,N
DP00322,Arjun N,Bengaluru,Cycle,Part-time,4.35,Y
DP06674,Kiran A,Delhi,Bike,Full-time,3.68,Y
DP12468,Ravi J,Chennai,Cycle,Full-time,4.42,N
DP13654,Arjun P,Mumbai,Car,Full-time,4.55,Y
DP11488,Kiran X,Chennai,Bike,Full-time,4.05,N
DP14929,Neha E,Pune,Cycle,Full-time,4.36,Y
DP00778,Neha D,Ahmedabad,Bike,Full-time,4.17,Y
DP04136,Priya E,Delhi,Scooter,Full-time,3.98,Y
DP05575,Meena P,Mumbai,Scooter,Part-time,4.27,Y
DP10561,Vikas N,Bengaluru,Bike,Contract,4.97,Y
DP02644,Rahul P,Hyderabad,Bike,Part-time,3.77,Y
DP01658,Vikas Q,Mumbai,Scooter,Contract,4.31,Y
DP13346,Ravi G,Chennai,Bike,Contract,4.03,Y
DP10218,Amit S,Bengaluru,Bike,Part-time,3.68,Y
DP03923,Rakesh J,Delhi,Scooter,Contract,4.32,Y
DP13395,Priya F,Mumbai,Bike,Contract,3.88,N
DP12569,Ananya M,Hyderabad,Bike,Contract,4.85,Y
DP14541,Sneha H,Bengaluru,Car,Contract,4.06,N
DP03664,Divya W,Bengaluru,Scooter,Part-time,4.15,N
DP11252,Ravi Y,Chennai,Bike,Part-time,4.16,Y
DP09945,Ananya O,Mumbai,Cycle,Contract,4.36,Y
DP05280,Nikhil T,Bengaluru,Scooter,Part-time,4.02,Y
DP00873,Amit G,Bengaluru,Bike,Part-time,4.23,Y
DP10717,Ananya B,Delhi,Scooter,Full-time,3.82,Y
DP01527,Neha J,Delhi,Scooter,Contract,4.13,Y
DP00443,Amit P,Ahmedabad,Bike,Full-time,4.4,Y
DP08112,Neha R,Hyderabad,Bike,Full-time,4.43,Y
DP00940,Rakesh Y,Hyderabad,Scooter,Full-time,3.97,Y
DP05907,Nikhil Q,Chennai,Scooter,Full-time,4.06,Y
DP08077,Kiran W,Chennai,Scooter,Contract,4.09,Y
DP05797,Pooja N,Bengaluru,Bike,Full-time,4.18,Y
DP06765,Suresh M,Mumbai,Cycle,Full-time,4.45,Y
DP05772,Nikhil Q,Pune,Bike,Contract,5.0,Y
DP01083,Neha X,Kolkata,Scooter,Full-time,4.04,Y
DP10262,Shreya Z,Bengaluru,Scooter,Full-time,4.33,Y
DP03385,Santosh P,Pune,Cycle,Full-time,4.24,N
DP01154,Meena T,Pune,Cycle,Contract,4.14,N
DP00142,Amit X,Delhi,Bike,Full-time,4.54,Y
DP07660,Ravi D,Pune,Car,Full-time,4.01,Y
DP02489,Meena X,Mumbai,Cycle,Full-time,3.94,Y
DP13822,Kiran G,Chennai,Scooter,Full-time,3.93,N
DP01978,Suresh E,Chennai,Bike,Part-time,4.27,Y
DP08015,Arjun Z,Mumbai,Cycle,Full-time,4.29,Y
DP00902,Amit C,Bengaluru,Cycle,Part-time,4.09,Y
DP07732,Sneha U,Mumbai,Bike,Part-time,3.85,Y
DP01659,Vikas V,Ahmedabad,Bike,Part-time,3.96,Y
DP05156,Nikhil Y,Kolkata,Scooter,Full-time,4.96,Y
DP10288,Divya R,Hyderabad,Bike,Contract,4.07,Y
DP00590,Sneha Q,Chennai,Scooter,Part-time,4.62,Y
DP11099,Divya A,Delhi,Bike,Full-time,4.63,Y
DP04936,Manoj T,Bengaluru,Bike,Part-time,4.27,Y
DP02636,Nikhil N,Mumbai,Cycle,Full-time,4.0,Y
DP08925,Shreya K,Chennai,Scooter,Full-time,3.75,N
DP00256,Nikhil E,Mumbai,Scooter,Part-time,4.51,N
DP11524,Ananya W,Chennai,Scooter,Full-time,3.82,Y
DP10674,Arjun I,Delhi,Scooter,Contract,4.53,Y
DP02405,Kiran Z,Chennai,Scooter,Full-time,3.79,Y
DP10036,Amit O,Pune,Bike,Contract,4.35,Y
DP01516,Manoj A,Bengaluru,Cycle,Full-time,4.56,Y
DP01413,Priya D,Delhi,Bike,Contract,4.21,Y
DP10294,Suresh F,Bengaluru,Scooter,Contract,4.76,Y
DP03171,Priya F,Kolkata,Cycle,Full-time,4.48,N
DP00084,Ananya K,Kolkata,Cycle,Full-time,4.55,N
DP06537,Amit T,Bengaluru,Car,Contract,4.63,Y
DP02633,Kiran O,Bengaluru,Cycle,Full-time,4.09,Y
DP12207,Kiran Y,Mumbai,Car,Part-time,3.56,Y
DP11709,Arjun M,Chennai,Bike,Part-time,4.15,N
DP11245,Suresh H,Delhi,Scooter,Full-time,4.23,Y
DP07565,Arjun E,Delhi,Scooter,Full-time,3.82,Y
DP11836,Sneha Q,Delhi,Scooter,Full-time,4.18,Y
DP14806,Ananya R,Delhi,Cycle,Full-time,4.18,Y
DP02459,Pooja N,Mumbai,Cycle,Full-time,4.8,Y
DP06289,Rahul T,Delhi,Scooter,Full-time,4.03,Y
DP14876,Ananya E,Chennai,Bike,Full-time,4.29,Y
DP06210,Shreya N,Ahmedabad,Scooter,Contract,3.89,Y
DP00675,Shreya S,Delhi,Bike,Part-time,4.65,Y
DP13520,Pooja B,Hyderabad,Bike,Contract,4.12,Y
DP10237,Divya Z,Bengaluru,Cycle,Part-time,4.19,Y
DP00207,Deepak E,Kolkata,Scooter,Contract,4.15,Y
DP14744,Meena I,Chennai,Scooter,Full-time,4.65,Y
DP02011,Priya D,Delhi,Scooter,Full-time,4.64,N
DP04051,Divya C,Chennai,Scooter,Full-time,4.2,Y
DP08513,Priya S,Delhi,Cycle,Full-time,4.47,Y
DP10657,Arjun U,Hyderabad,Bike,Part-time,4.51,Y
DP01593,Amit F,Mumbai,Scooter,Part-time,4.46,Y
DP11072,Vikas W,Mumbai,Scooter,Part-time,4.03,Y
DP14085,Deepak L,Bengaluru,Cycle,Part-time,4.22,Y
DP05628,Sneha Z,Delhi,Scooter,Full-time,4.28,Y
DP11465,Sneha K,Kolkata,Cycle,Part-time,4.2,Y
DP01074,Deepak Q,Chennai,Cycle,Part-time,4.31,Y
DP01571,Suresh A,Hyderabad,Scooter,Full-time,3.93,Y
DP00601,Ananya P,Ahmedabad,Bike,Full-time,3.86,Y
DP13100,Amit Y,Bengaluru,Bike,Full-time,3.93,N
DP02939,Sneha N,Delhi,Cycle,Full-time,3.93,Y
DP14974,Kiran W,Kolkata,Bike,Full-time,3.81,Y
DP07031,Priya B,Ahmedabad,Bike,Full-time,3.86,N
DP08268,Rakesh S,Bengaluru,Scooter,Part-time,4.38,Y
DP13685,Ravi B,Bengaluru,Scooter,Contract,4.1,Y
DP11805,Nikhil R,Bengaluru,Cycle,Contract,4.61,Y
DP03175,Rahul V,Hyderabad,Scooter,Contract,4.28,Y
DP04806,Manoj D,Bengaluru,Scooter,Full-time,4.09,Y
DP02901,Ravi Z,Hyderabad,Cycle,Full-time,4.49,Y
DP00907,Meena D,Delhi,Bike,Contract,3.9,Y
DP13745,Rakesh T,Delhi,Bike,Part-time,4.26,Y
DP00958,Priya E,Bengaluru,Bike,Full-time,3.81,N
DP07097,Sneha J,Ahmedabad,Bike,Part-time,3.76,Y
DP10066,Deepak U,Mumbai,Cycle,Part-time,4.23,Y
DP09529,Priya C,Mumbai,Bike,Full-time,3.85,Y
DP07985,Amit H,Bengaluru,Scooter,Full-time,3.9,Y
DP14544,Ananya T,Chennai,Scooter,Part-time,4.42,Y
DP11362,Amit O,Bengaluru,Scooter,Full-time,4.08,Y
DP11423,Manoj V,Bengaluru,Cycle,Part-time,4.18,Y
DP08096,Meena N,Bengaluru,Scooter,Part-time,4.34,Y
DP09399,Rakesh V,Chennai,Bike,Full-time,4.04,Y
DP11114,Kiran T,Delhi,Bike,Contract,4.09,Y
DP04997,Ravi E,Bengaluru,Car,Full-time,3.74,Y
DP05344,Deepak U,Chennai,Scooter,Full-time,4.37,Y
DP04225,Ananya B,Bengaluru,Scooter,Part-time,4.43,Y
DP09560,Santosh M,Bengaluru,Cycle,Full-time,4.27,N
DP03994,Pooja M,Mumbai,Bike,Contract,3.99,Y
DP14779,Suresh B,Bengaluru,Scooter,Full-time,4.3,Y
DP09070,Arjun O,Hyderabad,Scooter,Part-time,4.35,Y
DP07056,Rahul D,Mumbai,Cycle,Part-time,3.79,Y
DP13680,Ananya Q,Delhi,Scooter,Full-time,4.09,Y
DP13357,Suresh G,Bengaluru,Cycle,Full-time,4.05,Y
DP12093,Manoj O,Pune,Scooter,Full-time,4.45,Y
DP01239,Rakesh Y,Chennai,Scooter,Part-time,4.07,Y
DP09139,Manoj S,Bengaluru,Bike,Full-time,4.01,Y
DP09008,Ananya Q,Pune,Bike,Part-time,4.06,Y
DP09249,Santosh V,Hyderabad,Bike,Full-time,4.25,Y
DP05452,Santosh T,Chennai,Car,Full-time,3.93,Y
DP11257,Pooja J,Mumbai,Bike,Full-time,4.57,Y
DP01576,Arjun Y,Chennai,Scooter,Full-time,4.16,Y
DP02259,Pooja M,Bengaluru,Cycle,Full-time,4.39,Y
DP09744,Rahul N,Bengaluru,Bike,Contract,4.06,Y
DP08875,Meena K,Mumbai,Bike,Contract,4.52,Y
DP08170,Manoj Q,Hyderabad,Scooter,Full-time,3.99,Y
DP02403,Ananya Z,Delhi,Scooter,Contract,4.06,Y
DP06871,Manoj B,Kolkata,Scooter,Part-time,4.06,Y
DP12358,Kiran I,Delhi,Scooter,Part-time,3.87,Y
DP00466,Sneha L,Delhi,Scooter,Full-time,4.38,Y
DP13003,Manoj N,Hyderabad,Bike,Full-time,4.62,Y
DP05323,Nikhil N,Delhi,Bike,Full-time,4.1,N
DP06592,Shreya T,Bengaluru,Bike,Full-time,3.32,Y
DP07406,Vikas A,Mumbai,Scooter,Part-time,4.22,Y
DP06369,Suresh C,Mumbai,Scooter,Full-time,4.15,Y
DP10618,Nikhil C,Bengaluru,Bike,Full-time,3.52,N
DP06645,Ravi G,Bengaluru,Scooter,Contract,3.79,Y
DP06128,Shreya V,Bengaluru,Bike,Part-time,4.23,Y
DP11419,Kiran I,Bengaluru,Bike,Contract,4.3,Y
DP14483,Shreya L,Mumbai,Scooter,Part-time,3.85,Y
DP03191,Priya N,Bengaluru,Scooter,Part-time,4.63,Y
DP06582,Arjun A,Delhi,Bike,Full-time,4.67,Y
DP02876,Manoj R,Bengaluru,Scooter,Full-time,4.05,Y
DP08895,Deepak X,Bengaluru,Bike,Full-time,4.46,Y
DP14992,Pooja W,Bengaluru,Scooter,Full-time,4.09,Y
DP05039,Amit M,Hyderabad,Bike,Part-time,4.1,Y
DP09545,Pooja M,Kolkata,Car,Part-time,4.06,N
DP08761,Meena R,Bengaluru,Bike,Full-time,4.37,Y
DP12029,Deepak I,Ahmedabad,Cycle,Full-time,4.05,Y
DP09177,Vikas J,Hyderabad,Bike,Contract,3.9,Y
DP14326,Nikhil W,Delhi,Scooter,Part-time,3.93,Y
DP08574,Amit R,Kolkata,Scooter,Full-time,4.08,Y
DP01263,Suresh G,Bengaluru,Scooter,Full-time,4.62,Y
DP09987,Amit T,Hyderabad,Cycle,Contract,4.02,Y
DP13579,Rahul W,Hyderabad,Cycle,Part-time,4.12,Y
DP00169,Nikhil V,Mumbai,Cycle,Full-time,3.78,Y
DP03834,Vikas Y,Delhi,Car,Contract,4.24,Y
DP01534,Divya V,Pune,Scooter,Part-time,4.69,Y
DP08989,Shreya C,Chennai,Scooter,Contract,4.23,Y
DP06589,Rahul Z,Delhi,Bike,Part-time,4.96,Y
DP00855,Suresh E,Ahmedabad,Scooter,Contract,4.34,Y
DP09025,Rakesh O,Chennai,Bike,Full-time,4.35,Y
DP02010,Kiran Q,Bengaluru,Scooter,Full-time,4.23,Y
DP04205,Suresh K,Chennai,Scooter,Full-time,4.05,Y
