,DELIVERY_PARTNER_ID,partner_name,city,vehicle_type,employment_type,avg_rating,is_active
7334,DP07335,Deepak N,Kolkata,Bike,Contract,4.57,N
7335,DP07336,Arjun V,Delhi,Bike,Full-time,3.92,Y
7336,DP07337,Nikhil D,Delhi,Car,Full-time,4.51,Y
7337,DP07338,Suresh I,Hyderabad,Car,Part-time,4.37,Y
7338,DP07339,Santosh J,Chennai,Bike,Full-time,4.34,Y
7339,DP07340,Ananya L,Chennai,Cycle,Full-time,4.02,Y
7340,DP07341,Priya E,Hyderabad,Scooter,Full-time,3.94,Y
7341,DP07342,Nikhil Z,Pune,Bike,Full-time,4.23,Y
7342,DP07343,Priya K,Kolkata,Scooter,Contract,4.09,Y
7343,DP07344,Shreya O,Ahmedabad,Bike,Contract,3.78,Y
7344,DP07345,Rahul V,Bengaluru,Scooter,Part-time,3.68,Y
7345,DP07346,Manoj Y,Kolkata,Car,Full-time,3.95,Y
7346,DP07347,Shreya X,Kolkata,Scooter,Full-time,4.12,Y
7347,DP07348,Vikas I,Pune,Scooter,Contract,4.4,Y
7348,DP07349,Suresh T,Mumbai,Scooter,Full-time,4.29,Y
7349,DP07350,Pooja U,Chennai,Scooter,Full-time,3.48,Y
7350,DP07351,Arjun U,Delhi,Scooter,Part-time,4.09,Y
7351,DP07352,Meena L,Bengaluru,Bike,Full-time,4.54,Y
7352,DP07353,Neha A,Mumbai,Bike,Full-time,3.76,Y
7353,DP07354,Vikas E,Bengaluru,Scooter,Contract,3.61,Y
7354,DP07355,Divya R,Delhi,Scooter,Full-time,4.09,Y
7355,DP07356,Ravi N,Chennai,Cycle,Part-time,3.99,N
7356,DP07357,Neha Z,Pune,Scooter,Full-time,4.01,Y
7357,DP07358,Sneha G,Bengaluru,Scooter,Full-time,4.34,Y
7358,DP07359,Manoj P,Ahmedabad,Scooter,Part-time,4.29,N
7359,DP07360,Amit U,Mumbai,Cycle,Full-time,3.64,N
7360,DP07361,Shreya M,Delhi,Bike,Part-time,4.23,Y
7361,DP07362,Amit K,Pune,Car,Full-time,4.41,Y
7362,DP07363,Manoj T,Hyderabad,Bike,Contract,3.82,Y
7363,DP07364,Rahul D,Mumbai,Scooter,Full-time,3.98,Y
7364,DP07365,Arjun T,Bengaluru,Bike,Contract,3.79,Y
7365,DP07366,Suresh U,Ahmedabad,Scooter,Contract,4.66,Y
7366,DP07367,Rahul R,Bengaluru,Scooter,Part-time,4.0,Y
7367,DP07368,Divya Y,Delhi,Bike,Contract,4.28,Y
7368,DP07369,Meena Z,Delhi,Scooter,Contract,4.26,Y
7369,DP07370,Meena Y,Kolkata,Scooter,Full-time,4.27,Y
7370,DP07371,Ananya U,Mumbai,Scooter,Contract,4.24,Y
7371,DP07372,Priya T,Kolkata,Scooter,Contract,4.3,Y
7372,DP07373,Shreya A,Mumbai,Scooter,Full-time,3.97,Y
7373,DP07374,Nikhil K,Pune,Car,Full-time,4.49,Y
7374,DP07375,Rakesh Z,Chennai,Cycle,Part-time,4.27,Y
7375,DP07376,Manoj Z,Bengaluru,Scooter,Part-time,4.12,Y
7376,DP07377,Ravi T,Ahmedabad,Bike,Full-time,4.25,Y
7377,DP07378,Ravi I,Pune,Bike,Contract,3.85,Y
7378,DP07379,Rakesh V,Ahmedabad,Scooter,Full-time,3.92,Y
7379,DP07380,Suresh M,Ahmedabad,Bike,Full-time,4.06,Y
7380,DP07381,Manoj T,Kolkata,Bike,Contract,4.48,Y
7381,DP07382,Priya D,Bengaluru,Bike,Full-time,4.22,Y
7382,DP07383,Neha J,Ahmedabad,Scooter,Full-time,3.78,Y
7383,DP07384,Arjun Z,Delhi,Scooter,Full-time,3.93,Y
7384,DP07385,Priya H,Bengaluru,Cycle,Contract,4.61,Y
7385,DP07386,Pooja I,Kolkata,Car,Full-time,3.71,Y
7386,DP07387,Rahul E,Chennai,Cycle,Contract,3.83,Y
7387,DP07388,Shreya R,Bengaluru,Scooter,Full-time,4.26,Y
7388,DP07389,Rahul Y,Delhi,Scooter,Full-time,4.15,Y
7389,DP07390,Ravi P,Chennai,Bike,Full-time,4.26,Y
7390,DP07391,Pooja T,Ahmedabad,Scooter,Contract,4.78,Y
7391,DP07392,Pooja Q,Bengaluru,Scooter,Part-time,3.98,Y
7392,DP07393,Ravi G,Hyderabad,Cycle,Full-time,4.66,Y
7393,DP07394,Shreya U,Chennai,Scooter,Full-time,3.64,N
7394,DP07395,Manoj J,Chennai,Scooter,Full-time,4.25,Y
7395,DP07396,Rakesh M,Delhi,Scooter,Contract,4.07,Y
7396,DP07397,Deepak J,Hyderabad,Car,Full-time,4.01,Y
7397,DP07398,Priya E,Pune,Cycle,Full-time,3.96,N
7398,DP07399,Arjun Z,Delhi,Cycle,Part-time,4.02,Y
7399,DP07400,Manoj N,Chennai,Bike,Part-time,4.05,Y
7400,DP07401,Sneha E,Pune,Scooter,Full-time,3.95,Y
7401,DP07402,Pooja M,Kolkata,Bike,Full-time,3.97,Y
7402,DP07403,Sneha R,Mumbai,Cycle,Part-time,4.39,Y
7403,DP07404,Rahul L,Bengaluru,Scooter,Full-time,4.49,Y
7404,DP07405,Nikhil Y,Bengaluru,Bike,Part-time,4.41,Y
7405,DP07406,Vikas A,Mumbai,Scooter,Part-time,4.22,Y
7406,DP07407,Amit P,Delhi,Scooter,Part-time,3.89,Y
7407,DP07408,Ananya L,Ahmedabad,Bike,Full-time,4.23,Y
7408,DP07409,Rahul Q,Pune,Bike,Part-time,4.08,N
7409,DP07410,Nikhil U,Ahmedabad,Bike,Full-time,3.97,Y
7410,DP07411,Kiran C,Chennai,Cycle,Full-time,3.87,Y
7411,DP07412,Manoj D,Bengaluru,Bike,Full-time,4.14,N
7412,DP07413,Kiran B,Chennai,Scooter,Full-time,4.57,Y
7413,DP07414,Arjun T,Bengaluru,Car,Part-time,3.79,Y
7414,DP07415,Ananya T,Chennai,Scooter,Full-time,4.46,Y
7415,DP07416,Amit T,Pune,Scooter,Part-time,4.46,Y
7416,DP07417,Shreya Z,Bengaluru,Cycle,Full-time,4.3,Y
7417,DP07418,Vikas U,Chennai,Scooter,Contract,4.11,Y
7418,DP07419,Kiran U,Chennai,Scooter,Part-time,4.76,Y
7419,DP07420,Meena I,Mumbai,Bike,Full-time,4.11,Y
7420,DP07421,Rahul Z,Delhi,Scooter,Full-time,4.47,Y
7421,DP07422,Nikhil P,Bengaluru,Cycle,Full-time,4.04,Y
7422,DP07423,Divya R,Mumbai,Bike,Part-time,4.33,Y
7423,DP07424,Meena L,Bengaluru,Scooter,Contract,4.33,Y
7424,DP07425,Neha A,Ahmedabad,Bike,Full-time,4.22,Y
7425,DP07426,Vikas X,Bengaluru,Scooter,Part-time,4.29,Y
7426,DP07427,Amit X,Delhi,Bike,Full-time,3.86,Y
7427,DP07428,Nikhil H,Bengaluru,Scooter,Contract,4.11,Y
7428,DP07429,Santosh B,Chennai,Cycle,Part-time,4.14,Y
7429,DP07430,Meena S,Mumbai,Bike,Full-time,4.62,Y
7430,DP07431,Amit A,Kolkata,Scooter,Part-time,3.83,Y
7431,DP07432,Priya M,Bengaluru,Bike,Contract,4.04,Y
7432,DP07433,Rakesh D,Chennai,Car,Part-time,4.19,Y
7433,DP07434,Pooja W,Bengaluru,Scooter,Contract,4.18,Y
7434,DP07435,Divya A,Chennai,Scooter,Part-time,4.26,Y
7435,DP07436,Pooja Z,Kolkata,Bike,Full-time,4.36,Y
7436,DP07437,Amit Z,Bengaluru,Bike,Part-time,3.83,Y
7437,DP07438,Rahul F,Ahmedabad,Bike,Part-time,4.29,Y
7438,DP07439,Vikas U,Mumbai,Cycle,Contract,4.04,Y
7439,DP07440,Deepak X,Kolkata,Scooter,Full-time,4.16,Y
7440,DP07441,Sneha Z,Pune,Car,Contract,3.95,Y
7441,DP07442,Kiran V,Bengaluru,Bike,Full-time,4.26,Y
7442,DP07443,Suresh I,Mumbai,Scooter,Full-time,4.16,Y
7443,DP07444,Manoj G,Chennai,Cycle,Full-time,4.33,Y
7444,DP07445,Rahul B,Hyderabad,Scooter,Full-time,4.28,Y
7445,DP07446,Pooja Y,Delhi,Scooter,Part-time,4.2,Y
7446,DP07447,Rakesh T,Bengaluru,Bike,Full-time,4.09,Y
7447,DP07448,Divya W,Bengaluru,Bike,Full-time,4.19,Y
7448,DP07449,Sneha V,Kolkata,Bike,Contract,4.12,Y
7449,DP07450,Ravi Z,Pune,Cycle,Part-time,4.21,N
7450,DP07451,Nikhil B,Chennai,Bike,Contract,4.0,Y
7451,DP07452,Divya L,Mumbai,Cycle,Full-time,3.63,N
7452,DP07453,Sneha C,Pune,Scooter,Contract,3.63,Y
7453,DP07454,Ravi Y,Bengaluru,Scooter,Contract,4.22,Y
7454,DP07455,Priya T,Delhi,Cycle,Part-time,4.13,Y
7455,DP07456,Meena Y,Bengaluru,Scooter,Part-time,4.39,Y
7456,DP07457,Deepak D,Mumbai,Cycle,Full-time,4.39,Y
7457,DP07458,Sneha E,Ahmedabad,Car,Part-time,4.12,Y
7458,DP07459,Arjun H,Bengaluru,Bike,Part-time,4.27,Y
7459,DP07460,Suresh B,Delhi,Cycle,Full-time,3.73,Y
7460,DP07461,Ravi I,Mumbai,Bike,Full-time,4.24,Y
7461,DP07462,Manoj F,Hyderabad,Scooter,Part-time,4.39,Y
7462,DP07463,Neha I,Kolkata,Scooter,Full-time,4.1,Y
7463,DP07464,Pooja J,Ahmedabad,Bike,Part-time,4.29,Y
7464,DP07465,Divya Z,Chennai,Car,Part-time,4.06,Y
7465,DP07466,Vikas K,Bengaluru,Bike,Full-time,4.15,Y
7466,DP07467,Shreya E,Delhi,Cycle,Full-time,3.92,Y
7467,DP07468,Ananya E,Mumbai,Scooter,Part-time,4.66,Y
7468,DP07469,Ananya C,Mumbai,Bike,Part-time,4.22,Y
7469,DP07470,Pooja B,Chennai,Bike,Contract,3.67,Y
7470,DP07471,Ravi N,Kolkata,Bike,Full-time,3.82,Y
7471,DP07472,Suresh Y,Chennai,Cycle,Full-time,4.49,Y
7472,DP07473,Manoj F,Bengaluru,Cycle,Contract,4.24,Y
7473,DP07474,Neha X,Delhi,Car,Contract,4.21,Y
7474,DP07475,Neha M,Delhi,Bike,Full-time,4.36,N
7475,DP07476,Ananya D,Hyderabad,Bike,Contract,4.23,Y
7476,DP07477,Divya P,Pune,Bike,Full-time,3.79,N
7477,DP07478,Divya T,Mumbai,Scooter,Part-time,4.2,Y
7478,DP07479,Pooja B,Bengaluru,Bike,Part-time,4.08,Y
7479,DP07480,Pooja E,Chennai,Bike,Full-time,3.75,Y
7480,DP07481,Neha J,Delhi,Car,Part-time,4.72,Y
7481,DP07482,Arjun E,Mumbai,Bike,Part-time,4.2,Y
7482,DP07483,Shreya Y,Delhi,Scooter,Contract,4.18,Y
7483,DP07484,Suresh J,Mumbai,Scooter,Full-time,4.61,Y
7484,DP07485,Nikhil N,Delhi,Car,Contract,4.63,Y
7485,DP07486,Priya J,Chennai,Scooter,Full-time,4.08,Y
7486,DP07487,Manoj G,Mumbai,Scooter,Part-time,4.01,Y
7487,DP07488,Meena Q,Ahmedabad,Bike,Part-time,3.99,Y
7488,DP07489,Ravi O,Delhi,Cycle,Full-time,4.06,Y
7489,DP07490,Suresh I,Mumbai,Bike,Full-time,4.66,Y
7490,DP07491,Priya D,Hyderabad,Bike,Contract,5.0,N
7491,DP07492,Amit X,Pune,Scooter,Contract,3.96,Y
7492,DP07493,Arjun F,Hyderabad,Bike,Full-time,3.5,Y
7493,DP07494,Arjun B,Kolkata,Cycle,Full-time,4.39,Y
7494,DP07495,Rahul S,Hyderabad,Bike,Full-time,3.95,Y
7495,DP07496,Ravi T,Kolkata,Bike,Contract,4.34,Y
7496,DP07497,Rakesh U,Delhi,Cycle,Full-time,3.93,N
7497,DP07498,Meena X,Pune,Bike,Part-time,3.94,Y
7498,DP07499,Deepak N,Bengaluru,Scooter,Full-time,3.86,Y
7499,DP07500,Vikas X,Bengaluru,Car,Part-time,4.04,Y
7500,DP07501,Divya O,Mumbai,Cycle,Full-time,3.87,Y
7501,DP07502,Manoj Y,Chennai,Scooter,Contract,4.12,Y
7502,DP07503,Divya Y,Bengaluru,Bike,Contract,3.93,Y
7503,DP07504,Ravi W,Bengaluru,Scooter,Full-time,4.6,Y
7504,DP07505,Vikas R,Kolkata,Cycle,Part-time,4.11,Y
7505,DP07506,Rahul N,Pune,Scooter,Contract,3.9,Y
7506,DP07507,Divya C,Kolkata,Cycle,Full-time,4.41,Y
7507,DP07508,Sneha G,Mumbai,Scooter,Part-time,4.32,Y
7508,DP07509,Kiran S,Bengaluru,Cycle,Part-time,4.27,Y
7509,DP07510,Shreya H,Delhi,Bike,Full-time,4.14,Y
7510,DP07511,Neha E,Chennai,Scooter,Full-time,3.85,N
7511,DP07512,Santosh F,Pune,Scooter,Part-time,4.2,Y
7512,DP07513,Suresh S,Mumbai,Scooter,Contract,4.52,Y
7513,DP07514,Ravi J,Bengaluru,Scooter,Full-time,4.43,Y
7514,DP07515,Meena D,Delhi,Scooter,Full-time,4.28,Y
7515,DP07516,Kiran L,Chennai,Scooter,Full-time,4.49,Y
7516,DP07517,Santosh F,Delhi,Cycle,Full-time,4.89,Y
7517,DP07518,Ravi A,Ahmedabad,Scooter,Contract,3.71,Y
7518,DP07519,Kiran G,Bengaluru,Bike,Contract,3.88,Y
7519,DP07520,Vikas F,Hyderabad,Cycle,Part-time,4.13,Y
7520,DP07521,Meena Y,Bengaluru,Scooter,Full-time,4.35,Y
7521,DP07522,Divya Z,Mumbai,Scooter,Full-time,4.76,Y
7522,DP07523,Priya U,Kolkata,Scooter,Full-time,4.26,Y
7523,DP07524,Meena R,Hyderabad,Scooter,Full-time,4.45,Y
7524,DP07525,Deepak E,Delhi,Cycle,Full-time,4.41,Y
7525,DP07526,Sneha Q,Delhi,Scooter,Full-time,3.89,Y
7526,DP07527,Kiran A,Hyderabad,Car,Contract,3.77,Y
7527,DP07528,Kiran H,Delhi,Bike,Contract,4.14,Y
7528,DP07529,Shreya E,Delhi,Bike,Part-time,3.85,Y
7529,DP07530,Arjun V,Mumbai,Bike,Part-time,4.38,Y
7530,DP07531,Meena K,Bengaluru,Scooter,Part-time,4.7,Y
7531,DP07532,Rahul F,Ahmedabad,Bike,Part-time,4.25,Y
7532,DP07533,Neha R,Hyderabad,Scooter,Full-time,4.46,Y
7533,DP07534,Ananya M,Mumbai,Bike,Full-time,4.26,Y
7534,DP07535,Suresh A,Bengaluru,Scooter,Full-time,4.38,Y
7535,DP07536,Sneha I,Delhi,Cycle,Full-time,4.44,Y
7536,DP07537,Sneha M,Chennai,Bike,Part-time,3.71,N
7537,DP07538,Neha Y,Chennai,Cycle,Part-time,4.23,Y
7538,DP07539,Arjun W,Bengaluru,Bike,Contract,3.73,Y
7539,DP07540,Amit H,Bengaluru,Scooter,Contract,4.29,N
7540,DP07541,Meena W,Bengaluru,Bike,Full-time,3.96,Y
7541,DP07542,Amit F,Bengaluru,Cycle,Full-time,4.42,Y
7542,DP07543,Nikhil E,Mumbai,Cycle,Contract,4.25,Y
7543,DP07544,Rahul Z,Delhi,Scooter,Full-time,4.24,Y
7544,DP07545,Meena E,Mumbai,Scooter,Contract,3.82,N
7545,DP07546,Amit K,Ahmedabad,Car,Full-time,4.62,Y
7546,DP07547,Kiran D,Mumbai,Scooter,Full-time,4.09,N
7547,DP07548,Rakesh X,Bengaluru,Bike,Full-time,4.43,Y
7548,DP07549,Divya Q,Chennai,Scooter,Full-time,4.31,Y
7549,DP07550,Kiran S,Hyderabad,Scooter,Full-time,4.48,Y
7550,DP07551,Divya Y,Hyderabad,Scooter,Part-time,4.62,Y
7551,DP07552,Meena O,Bengaluru,Bike,Full-time,3.96,Y
7552,DP07553,Deepak K,Hyderabad,Bike,Part-time,3.57,Y
7553,DP07554,Meena K,Pune,Bike,Part-time,3.82,N
7554,DP07555,Shreya W,Mumbai,Scooter,Part-time,4.43,Y
7555,DP07556,Rakesh D,Bengaluru,Bike,Full-time,4.01,Y
7556,DP07557,Vikas R,Delhi,Cycle,Part-time,4.35,Y
7557,DP07558,Suresh J,Mumbai,Bike,Full-time,4.01,Y
7558,DP07559,Santosh K,Hyderabad,Cycle,Contract,3.86,Y
7559,DP07560,Rakesh D,Bengaluru,Scooter,Full-time,3.83,Y
7560,DP07561,Suresh A,Bengaluru,Bike,Full-time,3.65,Y
7561,DP07562,Vikas S,Mumbai,Cycle,Full-time,4.09,Y
7562,DP07563,Deepak C,Mumbai,Scooter,Full-time,4.15,Y
7563,DP07564,Vikas H,Hyderabad,Scooter,Full-time,4.12,Y
7564,DP07565,Arjun E,Delhi,Scooter,Full-time,3.82,Y
7565,DP07566,Rahul H,Bengaluru,Bike,Full-time,4.53,Y
7566,DP07567,Neha Z,Chennai,Scooter,Full-time,4.43,Y
7567,DP07568,Neha Y,Hyderabad,Car,Contract,3.92,Y
7568,DP07569,Arjun O,Bengaluru,Bike,Full-time,4.52,Y
7569,DP07570,Rakesh T,Pune,Scooter,Full-time,4.04,Y
7570,DP07571,Meena Q,Chennai,Cycle,Full-time,3.81,Y
7571,DP07572,Santosh P,Pune,Cycle,Contract,4.17,Y
7572,DP07573,Manoj B,Mumbai,Bike,Part-time,4.66,Y
7573,DP07574,Manoj W,Kolkata,Scooter,Full-time,4.16,N
7574,DP07575,Amit P,Bengaluru,Scooter,Full-time,4.69,Y
7575,DP07576,Rahul X,Pune,Bike,Part-time,4.07,Y
7576,DP07577,Deepak B,Delhi,Car,Full-time,4.1,Y
7577,DP07578,Ravi W,Kolkata,Bike,Full-time,4.46,Y
7578,DP07579,Neha W,Bengaluru,Scooter,Part-time,4.09,Y
7579,DP07580,Neha K,Bengaluru,Scooter,Contract,4.61,Y
7580,DP07581,Deepak I,Chennai,Scooter,Full-time,4.36,Y
7581,DP07582,Suresh M,Mumbai,Bike,Full-time,4.06,Y
7582,DP07583,Meena D,Mumbai,Scooter,Part-time,4.36,Y
7583,DP07584,Neha Y,Bengaluru,Scooter,Part-time,3.55,Y
7584,DP07585,Sneha E,Kolkata,Scooter,Contract,4.06,Y
7585,DP07586,Kiran P,Hyderabad,Bike,Full-time,4.73,Y
7586,DP07587,Deepak U,Mumbai,Cycle,Part-time,4.28,Y
7587,DP07588,Deepak E,Kolkata,Scooter,Contract,4.17,Y
7588,DP07589,Nikhil S,Bengaluru,Scooter,Full-time,3.91,Y
7589,DP07590,Divya G,Delhi,Cycle,Contract,4.29,Y
7590,DP07591,Vikas Z,Delhi,Bike,Contract,3.99,Y
7591,DP07592,Suresh T,Bengaluru,Scooter,Contract,3.85,Y
7592,DP07593,Sneha H,Mumbai,Cycle,Part-time,4.88,Y
7593,DP07594,Meena F,Bengaluru,Bike,Full-time,4.09,Y
7594,DP07595,Vikas G,Hyderabad,Scooter,Part-time,4.41,Y
7595,DP07596,Santosh R,Bengaluru,Bike,Full-time,4.85,Y
7596,DP07597,Meena N,Delhi,Bike,Full-time,4.07,Y
7597,DP07598,Divya N,Kolkata,Bike,Part-time,4.37,Y
7598,DP07599,Rakesh A,Ahmedabad,Bike,Full-time,4.21,Y
7599,DP07600,Kiran Z,Bengaluru,Scooter,Part-time,4.09,Y
7600,DP07601,Santosh H,Delhi,Bike,Full-time,3.88,Y
7601,DP07602,Amit S,Delhi,Scooter,Contract,4.02,Y
7602,DP07603,Meena X,Bengaluru,Bike,Full-time,4.34,Y
7603,DP07604,Rakesh D,Delhi,Scooter,Full-time,4.36,Y
7604,DP07605,Santosh O,Delhi,Bike,Full-time,3.85,Y
7605,DP07606,Nikhil S,Ahmedabad,Car,Full-time,4.27,Y
7606,DP07607,Ravi S,Kolkata,Scooter,Full-time,4.19,N
7607,DP07608,Amit I,Mumbai,Scooter,Full-time,4.44,Y
7608,DP07609,Amit W,Kolkata,Bike,Full-time,4.42,Y
7609,DP07610,Suresh Z,Bengaluru,Cycle,Contract,4.08,Y
7610,DP07611,Rakesh O,Ahmedabad,Scooter,Part-time,4.16,Y
7611,DP07612,Rakesh C,Mumbai,Bike,Full-time,3.95,Y
7612,DP07613,Shreya W,Bengaluru,Bike,Full-time,3.85,Y
7613,DP07614,Meena F,Ahmedabad,Scooter,Full-time,4.17,Y
7614,DP07615,Neha B,Bengaluru,Scooter,Full-time,4.29,N
7615,DP07616,Kiran T,Chennai,Cycle,Full-time,4.69,Y
7616,DP07617,Suresh J,Bengaluru,Scooter,Full-time,3.87,Y
7617,DP07618,Pooja T,Delhi,Scooter,Part-time,4.25,Y
7618,DP07619,Suresh N,Mumbai,Scooter,Full-time,4.13,Y
7619,DP07620,Ananya V,Mumbai,Scooter,Part-time,4.21,Y
7620,DP07621,Arjun O,Bengaluru,Bike,Part-time,4.58,Y
7621,DP07622,Meena W,Kolkata,Bike,Full-time,4.38,Y
7622,DP07623,Nikhil V,Bengaluru,Car,Full-time,3.94,Y
7623,DP07624,Priya C,Ahmedabad,Bike,Part-time,4.42,Y
7624,DP07625,Santosh Z,Mumbai,Scooter,Full-time,4.22,Y
7625,DP07626,Suresh C,Bengaluru,Bike,Full-time,3.73,Y
7626,DP07627,Manoj Q,Chennai,Cycle,Part-time,4.01,Y
7627,DP07628,Rahul L,Bengaluru,Scooter,Part-time,4.03,Y
7628,DP07629,Vikas R,Chennai,Car,Part-time,3.87,N
7629,DP07630,Divya X,Bengaluru,Bike,Part-time,4.18,Y
7630,DP07631,Arjun D,Kolkata,Scooter,Contract,4.35,Y
7631,DP07632,Rakesh D,Delhi,Bike,Contract,4.31,Y
7632,DP07633,Sneha Y,Mumbai,Scooter,Part-time,4.56,Y
7633,DP07634,Neha S,Ahmedabad,Scooter,Part-time,4.01,N
7634,DP07635,Vikas N,Bengaluru,Bike,Part-time,4.64,N
7635,DP07636,Nikhil N,Bengaluru,Bike,Contract,4.37,N
7636,DP07637,Neha X,Bengaluru,Bike,Part-time,4.6,Y
7637,DP07638,Kiran C,Mumbai,Scooter,Full-time,3.54,Y
7638,DP07639,Priya J,Delhi,Scooter,Part-time,4.0,Y
7639,DP07640,Manoj Q,Chennai,Bike,Full-time,3.61,Y
7640,DP07641,Suresh D,Bengaluru,Cycle,Part-time,4.24,Y
7641,DP07642,Meena N,Bengaluru,Cycle,Full-time,4.17,Y
7642,DP07643,Kiran K,Ahmedabad,Scooter,Contract,4.22,Y
7643,DP07644,Divya W,Kolkata,Car,Part-time,3.86,Y
7644,DP07645,Kiran A,Delhi,Scooter,Part-time,4.89,Y
7645,DP07646,Pooja H,Mumbai,Scooter,Full-time,4.53,Y
7646,DP07647,Shreya W,Bengaluru,Scooter,Full-time,4.12,Y
7647,DP07648,Neha C,Kolkata,Bike,Full-time,4.35,Y
7648,DP07649,Priya A,Mumbai,Bike,Full-time,3.73,Y
7649,DP07650,Ravi V,Kolkata,Bike,Full-time,3.42,Y
7650,DP07651,Pooja V,Chennai,Bike,Full-time,4.4,Y
7651,DP07652,Kiran H,Delhi,Scooter,Full-time,3.98,Y
7652,DP07653,Arjun O,Chennai,Bike,Part-time,3.94,Y
7653,DP07654,Nikhil I,Mumbai,Scooter,Full-time,4.61,Y
7654,DP07655,Pooja O,Bengaluru,Cycle,Full-time,4.17,Y
7655,DP07656,Priya T,Chennai,Bike,Contract,3.74,Y
7656,DP07657,Manoj D,Hyderabad,Car,Contract,4.6,Y
7657,DP07658,Ravi M,Pune,Bike,Full-time,4.59,Y
7658,DP07659,Neha D,Delhi,Cycle,Full-time,4.56,Y
7659,DP07660,Ravi D,Pune,Car,Full-time,4.01,Y
7660,DP07661,Priya X,Mumbai,Cycle,Part-time,4.07,Y
7661,DP07662,Ananya N,Mumbai,Bike,Part-time,4.06,Y
7662,DP07663,Divya F,Chennai,Scooter,Part-time,4.47,N
7663,DP07664,Neha V,Bengaluru,Scooter,Full-time,4.18,Y
7664,DP07665,Manoj F,Bengaluru,Scooter,Full-time,4.2,Y
7665,DP07666,Ananya P,Ahmedabad,Scooter,Part-time,4.34,Y
7666,DP07667,Pooja T,Bengaluru,Car,Full-time,3.98,N
7667,DP07668,Priya U,Ahmedabad,Car,Contract,4.53,Y
7668,DP07669,Arjun B,Delhi,Scooter,Full-time,3.87,Y
7669,DP07670,Divya B,Delhi,Scooter,Contract,4.34,Y
7670,DP07671,Meena T,Hyderabad,Bike,Full-time,4.01,Y
7671,DP07672,Manoj Q,Kolkata,Bike,Full-time,4.22,Y
7672,DP07673,Rakesh S,Mumbai,Bike,Part-time,4.29,Y
7673,DP07674,Rakesh V,Mumbai,Scooter,Part-time,3.87,N
7674,DP07675,Meena F,Mumbai,Scooter,Full-time,4.41,Y
7675,DP07676,Suresh Z,Bengaluru,Bike,Part-time,4.15,Y
7676,DP07677,Ananya S,Hyderabad,Car,Full-time,4.55,Y
7677,DP07678,Priya G,Mumbai,Cycle,Part-time,4.48,Y
7678,DP07679,Suresh X,Hyderabad,Car,Full-time,4.06,N
7679,DP07680,Amit E,Pune,Scooter,Contract,3.97,Y
7680,DP07681,Deepak W,Bengaluru,Scooter,Full-time,3.9,Y
7681,DP07682,Rahul G,Kolkata,Bike,Contract,4.15,Y
7682,DP07683,Sneha G,Pune,Bike,Full-time,3.82,Y
7683,DP07684,Sneha M,Pune,Bike,Contract,4.01,Y
7684,DP07685,Amit N,Ahmedabad,Bike,Part-time,4.57,Y
7685,DP07686,Santosh U,Bengaluru,Bike,Full-time,4.26,Y
7686,DP07687,Divya C,Mumbai,Scooter,Full-time,4.21,N
7687,DP07688,Rahul F,Chennai,Bike,Contract,4.01,Y
7688,DP07689,Nikhil A,Bengaluru,Scooter,Contract,4.09,Y
7689,DP07690,Kiran Q,Delhi,Bike,Full-time,3.6,Y
7690,DP07691,Rakesh N,Bengaluru,Scooter,Full-time,3.99,Y
7691,DP07692,Priya Y,Hyderabad,Bike,Full-time,4.49,Y
7692,DP07693,Neha P,Kolkata,Bike,Full-time,4.23,Y
7693,DP07694,Shreya F,Delhi,Bike,Part-time,3.6,Y
7694,DP07695,Divya V,Kolkata,Scooter,Full-time,4.27,Y
7695,DP07696,Amit N,Bengaluru,Scooter,Full-time,4.25,Y
7696,DP07697,Kiran C,Mumbai,Scooter,Full-time,4.19,Y
7697,DP07698,Amit F,Hyderabad,Bike,Full-time,3.95,Y
7698,DP07699,Pooja P,Mumbai,Car,Contract,4.11,Y
7699,DP07700,Ananya X,Bengaluru,Cycle,Full-time,4.56,Y
7700,DP07701,Deepak F,Mumbai,Scooter,Part-time,4.18,Y
7701,DP07702,Meena Z,Pune,Cycle,Full-time,4.35,Y
7702,DP07703,Rakesh X,Delhi,Scooter,Full-time,4.56,Y
7703,DP07704,Rahul X,Bengaluru,Scooter,Part-time,4.4,Y
7704,DP07705,Vikas G,Delhi,Car,Part-time,4.21,Y
7705,DP07706,Pooja V,Delhi,Scooter,Contract,3.72,Y
7706,DP07707,Nikhil U,Pune,Bike,Part-time,4.81,Y
7707,DP07708,Suresh E,Mumbai,Bike,Part-time,4.26,Y
7708,DP07709,Kiran C,Mumbai,Scooter,Contract,4.12,Y
7709,DP07710,Kiran N,Bengaluru,Bike,Contract,4.16,N
7710,DP07711,Nikhil R,Hyderabad,Scooter,Part-time,4.47,Y
7711,DP07712,Rakesh R,Delhi,Scooter,Full-time,4.58,Y
7712,DP07713,Suresh K,Ahmedabad,Bike,Part-time,4.3,N
7713,DP07714,Divya P,Chennai,Scooter,Full-time,4.64,N
7714,DP07715,Meena K,Kolkata,Scooter,Contract,4.22,Y
7715,DP07716,Suresh V,Hyderabad,Bike,Part-time,4.69,Y
7716,DP07717,Priya L,Pune,Bike,Full-time,4.31,Y
7717,DP07718,Suresh X,Ahmedabad,Scooter,Part-time,4.65,Y
7718,DP07719,Suresh U,Mumbai,Scooter,Part-time,3.93,N
